PC1	PC2	PC3
-14.3529078449144	13.8322506383344	-2.46616714019741
0.810827366528415	-8.06064531841365	-3.36299587609196
2.58335126915019	6.73887172839211	7.03930139032264
9.40509712321185	2.19019857845117	1.47520028852059
-7.0200726503354	-13.1300234512717	-4.33074223338884
-3.56460058244793	11.0840845638169	0.108821658275907
-4.52321426412783	-6.01959388008106	15.6747420388202
-2.94753195982146	12.8965651604382	8.64873282510905
0.588248998454591	-5.95646925442437	7.8619712741594
0.411524601877343	10.1251901438337	0.768800668699614
11.8613108146003	-1.07176960280514	2.16555530962609
-0.710246896889723	-2.69282922305621	-2.76123044977467
1.80817175012891	-0.436898813296132	-0.579960640311214
-0.915028756526524	8.13290058131986	-2.19347383808164
-3.25880465115135	-13.5270678801981	3.52416719418204
-3.83430887332616	-0.50252752319577	-6.28748281922745
-4.39173441184862	0.821417426082868	13.8061042188315
6.3466364410788	14.5677089667972	-3.03345042646569
-19.4463062871167	5.93862532225411	-5.93674195775013
-1.10429192804476	-3.39143928727407	9.85984871661098
-6.36862337097731	-2.24313742433666	-3.60654983962391
-3.51801590251219	9.15030052076936	1.98883267164472
9.21232629944607	-5.47147438564845	-11.2880539777911
-1.68964571867816	2.88187366887222	2.64031362226427
5.69111430010399	4.05115807947568	4.26741020804424
-12.4610443853509	7.51026807143642	-2.75724322579523
-0.486480270550686	-8.80892763544084	-3.26492191901137
9.96785985304078	-3.56120786444314	-8.24270611384789
-5.59361018823626	-8.70500829590513	-2.449502621796
3.58515904563725	15.6777338896755	5.17587511923185
-3.58837239219534	-5.99388268944725	5.05898035565937
6.07820316175109	1.56856350355637	-0.593209857386152
-17.4871582891095	-1.4507046376768	0.313752212076331
6.45033237378969	8.0548613507011	-9.97916224419517
-0.168144006116696	3.42963302733823	0.240866002516376
-5.1712493122847	-3.21057616349951	4.71820622184235
5.22387600540729	11.3798492873428	1.27849650744056
3.65728192663706	-1.57492390181137	-3.30615708649525
-12.7379828041235	1.64037043037235	3.00397166286647
3.26958475550809	-8.08491478011593	-8.50530598804768
-4.03409743839977	-7.07742038934612	-3.03864433920151
9.74046080449337	-5.66176898353892	-2.11785882082608
0.0911814215186674	0.850306351040772	3.77626724437957
4.03700016642901	-6.31048315785802	2.21197690327195
-1.26120997637648	6.12461989618771	-1.76010926644624
-1.68762903898719	8.64968248522859	-3.09801933151457
-13.0137342083657	4.14389874471969	0.0311906380331697
6.10228016928929	4.93357561005639	-9.51693796637823
4.53787544179183	14.3339866948301	3.41365619330032
1.32871606011121	-6.66732176585841	11.4408137448966
-4.25836500277642	1.28234589518645	-2.4207653430965
6.13555964291462	-9.10423553884902	-11.3437768967747
-5.17139766590083	-6.9719130267722	-0.328099903403958
-1.34456267449486	-6.64891201796259	-7.12871731219756
-2.9565142606604	1.3560143584391	-1.4585776020026
2.30787664316064	-10.7820586471809	-8.35902626357689
-7.10016846599892	-7.93270780648105	-1.48186896776123
-2.83899203955893	3.75410767363914	-1.65366801575879
7.20617717605856	-6.40859651879354	-0.56140581863345
1.1227087388384	-3.77127616137466	6.84930345694647
2.59267027001162	-14.4181594933292	-0.073873067501749
9.51728472850685	-4.20329263477335	-2.92802931241035
4.96472400529367	5.03080921361093	-6.54390266589104
-1.79166401148203	4.24606816759706	6.51282647956616
1.69189337490554	1.07809701495816	-8.50765332965036
